epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,63.3726,1.72118,4.07514,1.47458,0.00348,0.58987,0.03041,0.00926,1.54585,4.15487,1.43531,0.000392157,0.000392157,0.000392157
2,123.818,1.67716,2.91962,1.381,0.0087,0.80062,0.12685,0.04536,1.69755,3.59113,1.53094,0.000792809,0.000792809,0.000792809
3,182.727,1.7001,2.51632,1.37683,0.00928,0.86724,0.12068,0.05096,1.72038,3.44729,1.46904,0.00117696,0.00117696,0.00117696
4,270.542,1.80899,2.6618,1.41846,0.9258,0.0587,0.16458,0.06873,1.89475,3.03845,1.50702,0.00117575,0.00117575,0.00117575
5,349.322,1.63716,2.45486,1.31036,0.62508,0.10233,0.09348,0.04058,1.94089,3.16549,1.66671,0.001151,0.001151,0.001151
6,409.415,1.52872,2.24972,1.27816,0.65057,0.19082,0.16111,0.07096,1.88481,2.40485,1.57939,0.00112625,0.00112625,0.00112625
7,471.132,1.57535,2.20389,1.34442,0.65816,0.18934,0.15375,0.07013,1.81748,2.53993,1.5819,0.0011015,0.0011015,0.0011015
8,535.652,1.53845,2.19508,1.34939,0.62511,0.33296,0.17104,0.06768,1.72322,2.70491,1.54464,0.00107675,0.00107675,0.00107675
9,611.443,1.47953,2.07153,1.30928,0.63296,0.32053,0.15177,0.06806,1.78156,3.97455,1.55477,0.001052,0.001052,0.001052
10,692.661,1.53939,1.94352,1.26145,0.65742,0.24493,0.18535,0.0863,1.7998,3.13154,1.56915,0.00102725,0.00102725,0.00102725
11,774.365,1.45131,1.86308,1.24881,0.64384,0.23495,0.17881,0.09803,1.77575,2.85795,1.57585,0.0010025,0.0010025,0.0010025
12,856.881,1.4393,1.851,1.22555,0.81538,0.19589,0.23819,0.12875,1.73104,2.33743,1.5835,0.00097775,0.00097775,0.00097775
13,921.193,1.41993,1.84437,1.25118,0.77141,0.2584,0.24307,0.12581,1.81866,2.53125,1.58913,0.000953,0.000953,0.000953
14,976.431,1.40664,1.86472,1.23608,0.24634,0.34694,0.27261,0.13158,1.76428,2.32028,1.57634,0.00092825,0.00092825,0.00092825
15,1031.7,1.36748,1.6679,1.19894,0.19173,0.32754,0.21227,0.10833,1.73475,2.33591,1.49613,0.0009035,0.0009035,0.0009035
16,1087.1,1.34504,1.66159,1.20386,0.50417,0.34947,0.25471,0.12382,1.78328,2.39994,1.53043,0.00087875,0.00087875,0.00087875
17,1153.73,1.47414,1.78826,1.2601,0.71377,0.35775,0.22915,0.11198,1.78582,2.54851,1.58042,0.000854,0.000854,0.000854
18,1230.92,1.37959,1.65923,1.22263,0.53611,0.26063,0.23977,0.11987,1.81865,2.47021,1.62427,0.00082925,0.00082925,0.00082925
19,1294.82,1.35293,1.60438,1.22364,0.25208,0.31999,0.27243,0.13337,1.76965,2.42354,1.59816,0.0008045,0.0008045,0.0008045
20,1351.73,1.2857,1.56575,1.19977,0.83772,0.29519,0.32969,0.17321,1.75193,2.24774,1.59874,0.00077975,0.00077975,0.00077975
21,1408.2,1.32228,1.55653,1.19596,0.55228,0.37349,0.32283,0.16915,1.79623,2.23285,1.57916,0.000755,0.000755,0.000755
22,1465.88,1.34272,1.55532,1.18461,0.22333,0.3215,0.28832,0.14429,1.79492,2.28947,1.57761,0.00073025,0.00073025,0.00073025
23,1526.29,1.32774,1.54099,1.18643,0.49819,0.29589,0.26649,0.12126,1.76791,2.1942,1.59145,0.0007055,0.0007055,0.0007055
24,1604.13,1.23291,1.4068,1.15129,0.5824,0.32585,0.30435,0.15301,1.72758,2.2296,1.59176,0.00068075,0.00068075,0.00068075
25,1682.04,1.24632,1.38464,1.17753,0.53927,0.2669,0.26175,0.12557,1.80883,2.50617,1.62433,0.000656,0.000656,0.000656
26,1760.2,1.25909,1.46151,1.18159,0.56171,0.23454,0.28212,0.1442,1.82579,2.5605,1.65117,0.00063125,0.00063125,0.00063125
27,1838.44,1.24702,1.35456,1.14815,0.81727,0.3058,0.32501,0.15994,1.80128,2.24152,1.63166,0.0006065,0.0006065,0.0006065
28,1916.29,1.16422,1.28773,1.12494,0.8218,0.34623,0.33106,0.15042,1.75925,2.09798,1.60709,0.00058175,0.00058175,0.00058175
29,1978.56,1.14232,1.22839,1.08629,0.57033,0.3314,0.30878,0.1446,1.83053,2.17566,1.67027,0.000557,0.000557,0.000557
30,2033.72,1.20798,1.26712,1.12175,0.26341,0.32053,0.30695,0.14896,1.83361,2.33517,1.68141,0.00053225,0.00053225,0.00053225
                      1,                 1.7477,                 4.0884,                 1.5181,                 0.0036,                0.55851,                0.02242,                0.00704,                 1.6636,                 4.2613,                 1.5462,                 0.0002,                 0.0002,                 0.0002
                      2,                  1.587,                 3.0351,                 1.3136,                0.01058,                  0.825,                0.12934,                0.06068,                 1.7674,                 3.6745,                 1.4683,             0.00040433,             0.00040433,             0.00040433
                      3,                 1.6219,                 2.5124,                 1.3643,                0.72578,                0.10507,                0.18322,                0.08968,                 1.7544,                 3.3569,                 1.4733,             0.00060025,             0.00060025,             0.00060025
                      4,                 1.6104,                 2.4587,                 1.3417,                0.72471,                0.13777,                0.16846,                0.07634,                 1.7356,                 3.0749,                  1.467,             0.00078775,             0.00078775,             0.00078775
                      5,                 1.5171,                 2.2911,                 1.2881,                0.86125,                 0.0645,                0.13472,                0.06761,                 1.7651,                 3.1651,                 1.5037,             0.00096684,             0.00096684,             0.00096684
                      6,                 1.4963,                 2.2076,                 1.3053,                0.50275,                0.18058,                0.20793,                0.08999,                 1.7855,                 2.8015,                 1.4994,              0.0011263,              0.0011263,              0.0011263
                      7,                 1.5003,                 2.0879,                 1.2926,                0.44724,                0.19855,                0.17766,                0.09729,                 1.7682,                 2.7226,                 1.5318,              0.0011015,              0.0011015,              0.0011015
                      8,                  1.464,                 1.9955,                 1.2969,                0.68175,                0.30642,                 0.2371,                0.10529,                 1.8296,                 2.6867,                  1.607,              0.0010768,              0.0010768,              0.0010768
                      9,                 1.4658,                 2.0529,                 1.2816,                0.66141,                0.36313,                0.21811,                0.10579,                 1.8343,                 2.9906,                 1.6897,               0.001052,               0.001052,               0.001052
                     10,                 1.5558,                  1.952,                 1.3082,                0.39212,                0.37826,                0.17818,                0.09277,                 1.8229,                  3.144,                 1.6566,              0.0010273,              0.0010273,              0.0010273
                     11,                 1.4868,                 1.9384,                  1.296,                0.74524,                0.33527,                0.32254,                0.17147,                 1.8277,                 2.8018,                 1.5892,              0.0010025,              0.0010025,              0.0010025
                     12,                 1.4273,                  1.772,                 1.2558,                0.45664,                0.34094,                0.20672,                0.10283,                 1.8194,                 2.7394,                 1.5691,             0.00097775,             0.00097775,             0.00097775
                     13,                 1.4135,                 1.7448,                 1.2314,                0.44263,                 0.3499,                0.22807,                0.12063,                  1.794,                 2.6095,                 1.5722,               0.000953,               0.000953,               0.000953
                     14,                 1.3488,                 1.7324,                  1.193,                0.46166,                0.31575,                 0.2607,                0.13887,                  1.799,                 2.7225,                 1.5772,             0.00092825,             0.00092825,             0.00092825
                     15,                 1.3123,                 1.5808,                  1.209,                0.73926,                0.37609,                0.30977,                0.16091,                 1.8589,                 2.5943,                 1.6422,              0.0009035,              0.0009035,              0.0009035
                     16,                 1.3426,                 1.6154,                 1.2264,                0.83197,                0.27101,                0.34023,                0.15692,                 1.9078,                 2.3883,                 1.6881,             0.00087875,             0.00087875,             0.00087875
                     17,                 1.3997,                 1.5908,                 1.2509,                0.88194,                0.29248,                0.34929,                0.15827,                  1.981,                 2.3706,                 1.7445,               0.000854,               0.000854,               0.000854
                     18,                 1.3265,                 1.4866,                 1.2024,                0.55126,                0.41311,                0.34103,                0.15412,                 1.9392,                  2.374,                 1.7253,             0.00082925,             0.00082925,             0.00082925
                     19,                 1.2861,                 1.5042,                 1.2148,                0.53218,                0.41763,                0.31905,                0.16561,                 1.9267,                 2.7716,                 1.6696,              0.0008045,              0.0008045,              0.0008045
                     20,                 1.3017,                 1.5162,                 1.1938,                0.54205,                0.47995,                0.31186,                0.15237,                 1.9818,                 2.5071,                 1.7858,             0.00077975,             0.00077975,             0.00077975
                     21,                 1.2102,                 1.2986,                 1.1465,                0.89663,                0.29324,                 0.3112,                0.16542,                 1.9184,                 2.3861,                 1.6935,               0.000755,               0.000755,               0.000755
                      1,                 2.0684,                 3.6469,                 1.7691,                0.18147,                0.10984,                  0.129,                0.05036,                 1.8177,                 3.3647,                 1.6482,              0.0004096,              0.0004096,              0.0004096
